id,t0d0,t0d1,t1d0,t1d1,t2d0,t2d1,t3d0,t3d1,t4d0,t4d1,t5d0,t5d1,t6d0,t6d1,t7d0,t7d1,t8d0,t8d1,t9d0,t9d1,t10d0,t10d1,t11d0,t11d1,t12d0,t12d1,t13d0,t13d1,t14d0,t14d1,t15d0,t15d1,t16d0,t16d1,t17d0,t17d1,t18d0,t18d1,t19d0,t19d1,t20d0,t20d1,t21d0,t21d1,t22d0,t22d1,t23d0,t23d1,t24d0,t24d1,t25d0,t25d1,t26d0,t26d1,t27d0,t27d1,t28d0,t28d1,t29d0,t29d1
200^60000^sgd-0,-0.9164455215276913,-0.9336127577288108,0.4057384023791246,-1.0278715974370365,0.7665549536822691,-0.527707501605715,0.8232672352935706,-0.964536424859948,-0.88610881415798,-1.0494622977833705,-0.7370223596378016,-1.023681754212055,-0.8276816544804654,-0.9495029052709512,-0.6367555525030876,-0.970781623299749,-0.771366458870659,-1.0740725406604181,-0.6892525249947691,-1.2155396986446174,-0.6037480281342206,-1.2659387409124094,-0.848794999789205,-1.021637252196167,-1.0436047240157895,-1.0093563260368286,1.0021187149565132,-1.0715574641662988,0.7740937625777942,-0.9044150167349502,-0.5529118867644829,-0.8662416837471043,-0.6183056086839946,-0.8835340590312981,-0.30075713164633144,-0.9881268586772,-0.5013130253469664,-0.9705888970582045,-0.7150884371245472,-0.9848988396888609,-0.7273792388068743,-0.8581994962456753,-0.6905914269861134,-0.9407105985386454,-1.0965058897383217,-0.9481171899258459,-0.9180807620028708,-1.0743987607490926,-0.9596603582098575,-1.0968159420081083,-0.6112353804667333,-0.901401438771887,-0.6499720372057068,-0.6550033858035572,0.749607178143071,-0.21254286456909333,-0.5369783386610083,-0.9098415022026192,-2.5379506153753404,-3.96906861310019
200^60000^sgd-1,3.22215599949699,2.218322951252781,-3.535360702131839,1.7139092264989169,-3.3876001085872676,0.6984496685481854,-3.215665520516352,2.2079650070217185,3.404252248200137,2.0710499028314584,3.2396820682767564,2.067553331292886,3.5887708692566855,2.0481504120192984,3.492283622450349,2.026393139057841,3.7480395244970395,1.9749694965298987,3.9257800902978035,1.907439482827602,3.692582924346576,1.970280203738798,3.709533498340148,2.142204409694577,3.4024944765636267,1.8640366488841118,-3.174769602864398,2.1364874741088484,-3.1815246279753207,2.0059374948382165,2.871877712801204,2.164235918457482,3.0422942844707483,2.0731344864303223,2.9570090041767685,2.019068353669055,3.007717016071435,2.0986043212532675,2.984571549951343,2.0350034282384093,3.0144641589804166,2.1420950468686817,3.342872661949134,2.0446303102197185,3.1609891336015217,2.1071251390282644,3.324032209749223,2.0715652429880107,3.533869972880968,2.052795434239675,3.4288819066760063,2.017630052278794,3.7285962194031743,1.6264374262451455,-3.815457578985588,0.6254532333519127,3.553003356124789,1.8717724583323385,3.643861687257427,6.192735967007214
200^60000^sgd-2,2.2008758152873646,-1.0636679861753586,-2.5357523735000633,-0.8010654291081728,-2.40865146448065,-0.2886942046939771,-2.2895220061859263,-1.0729531993987529,2.199434337059654,-1.0745182858376792,2.2303862959364946,-1.006260622798863,2.3964213553622584,-1.0863406517603584,2.625652280964049,-1.1175430072295267,2.598001254234343,-1.1119871695462245,2.3836108950449604,-1.106918786746298,2.44496918161509,-1.0587181786345112,2.462787297094396,-1.2477169744634922,2.3620585559148797,-1.2014259823605238,-2.41854648946017,-1.183862850833576,-2.280726727695155,-1.2947592167769117,2.444636140967894,-1.2234645161953752,2.2842032817065787,-0.9485689390313347,2.3912752282982215,-1.0770323347671755,2.4929764947771966,-1.0277513030165661,1.8772431971469243,-0.9272056441718779,2.0345042626511662,-1.0420562997673883,2.100615592792184,-1.005947723510901,2.1275931256633593,-1.112802290115746,2.508983261362153,-1.178447171789877,2.5884462721266575,-1.0009256494732384,2.529286707923508,-1.0408684590561914,2.403822545609545,-0.7732239634431418,-2.4723268006223376,0.10839347474434514,2.2856238023063566,-0.8084154959636157,2.474856639511658,-0.35526835304820154
200^60000^sgd-3,2.877092866202977,-0.8351959013358475,-3.0868150572805906,-0.5912392974081095,-2.9863747953124467,-0.2924347431116058,-2.709306018235338,-0.67184127862044,3.1282169229016277,-0.8658052982225104,3.1965249904727178,-0.8789452270074125,3.012141620415897,-0.784616584847464,3.116337744990543,-0.711319507422578,3.114895774225501,-0.8051552421762012,3.0653286836527345,-0.8667807600485062,3.0636287284044332,-1.0408527009075343,2.8099181830164777,-1.0791668991357546,2.902545530859002,-0.9760710246506893,-2.923381476181424,-1.0143531670238948,-2.9685016006836724,-0.9525879609257482,2.88113525133918,-0.7890313626044622,2.8562012433180755,-0.7387949908445016,2.778044788631041,-0.8114473119311297,2.7832279614420496,-0.9194853018974315,2.500005232658899,-0.872315707302021,2.8488095331801593,-0.8319581280169984,2.8712087080128734,-0.6841857910482819,3.3039234826007844,-0.8155880171328446,3.305121778636796,-0.7355011679391135,3.43974162058962,-0.9102956866847371,3.0818752249029875,-0.848454344259876,3.0687832393523395,-0.5169608627406871,-3.18041107572994,-0.1269152097367409,3.1333969981860936,-0.5387928433977103,4.789806239917431,2.39510691343084
200^60000^sgd-4,2.3560730810437502,1.1612618564339612,-2.436084505818374,0.8595059677853105,-2.4153144171377434,0.4290309862893796,-2.458509023821876,1.0091053329547195,2.5321225327428225,1.0026283600807722,2.480643608691933,1.1426870849936248,2.0116059993570587,1.3319604430723226,2.1028238933836287,1.195966315603074,2.157778441931738,1.2804154638702325,2.236742066470891,1.0057151741246833,2.1349780340802442,0.9976423406072986,2.1944280474298417,1.1092660106553143,2.041901354868304,1.0138482833369993,-2.0803454389981315,1.093914579317303,-2.386077339420491,1.0903505067150574,2.2049598035283093,1.1554493863435022,2.4892102831984038,1.285674074156801,2.608525681600678,1.163244459656227,2.409949288982336,1.3176673063770596,2.551408681366134,1.2152707856722942,2.5590314833063124,1.1601575750061979,2.397684636185646,1.3088563162304876,2.25236524663326,1.1589752940290177,1.8882693780092135,1.099747036144551,2.1343204523598023,1.0388275848773816,2.251255963640894,1.1046877432057558,2.612038010230256,1.00243656058387,-2.514032685349602,0.609132629665582,2.5449782959413763,1.1318670889235747,2.3097644574948197,-3.5102312172270618
200^60000^sgd-5,4.296814392270011,-1.9179818236535793,-4.320837930340346,-1.365472119616291,-4.016687521850543,-0.8641888117598849,-3.8867890267397773,-1.4494050374786493,4.219311869164614,-1.7269454104265456,4.333386552026262,-1.7445127226748656,4.1403751269494276,-1.7867705991316587,4.224580852708344,-1.8250651521142582,4.009755179631689,-1.7595895363732326,4.231761220092737,-1.8117413053908178,4.407426391273923,-1.852537066506637,4.128389702893502,-1.85503046355242,3.9056484094779798,-1.7634395187715777,-4.487780169624504,-1.8804542820924313,-4.26563638896049,-1.8295922645133618,4.213673329131506,-1.8473408189948022,4.0647716239420095,-1.8031130183815582,4.007951931577595,-1.9014048043315983,3.785603582376905,-1.9065309999887663,3.863696386812292,-1.830374962891851,3.8364812127391885,-1.7196869654257878,3.955668783726897,-1.6021164480355445,4.231719260814196,-1.7685536061731777,4.2598954682004555,-1.7943917327148176,4.578816041308427,-1.814667179015739,4.456474576791909,-1.7526392693786461,4.167324914091568,-1.5655762706633845,-4.315586705570086,-0.05638627164902297,4.355076113671274,-1.3816554966171117,3.3113842105880664,-3.5448196825194573
200^60000^sgd-6,4.647957187445589,-0.7853104757038475,-4.52936391388079,-0.350257014833173,-4.635598196343295,-0.6167729161734706,-4.354438052448507,-0.4279514103701378,4.838042248221294,-0.8253882033488921,4.743468545900496,-0.7266358184566533,4.581723547220091,-0.6698358587555268,4.46980859738342,-0.5307401088597637,4.517199192840728,-0.517140357384212,4.692501629681524,-0.6147484436077435,4.874492853899335,-0.6290470928405386,4.822936223862994,-0.5784860127516103,4.568121534240092,-0.5977487061971167,-4.337287301065396,-0.6661316283274601,-4.373894284172831,-0.6252264971374739,4.2636940342153204,-0.6497836404046207,4.523139848252338,-0.6599952587372693,4.359610929886852,-0.3928208819696126,4.9701627715545325,-0.42468226836558765,4.879570911668864,-0.6019747835374958,4.758929901091165,-0.6236107874059524,4.696369182544477,-0.7053924666391459,4.574419895287358,-0.727971510105382,4.723972814363947,-0.7261471172590961,4.423010355820604,-0.6294987893001003,4.565668895990105,-0.6746186971182592,4.714636466329976,-0.8278041230766053,-4.82818315345982,0.0913392859627282,4.842401613293933,-0.445389381138273,2.7673524634776476,-4.668499493660523
200^60000^sgd-7,3.653789684234991,-1.8994620542042702,-4.147703005368715,-1.4731701606164311,-3.790297311912061,-0.7835508282680924,-3.682378184908882,-1.5970289292531024,3.6563255319482675,-1.7448823902563415,3.758845035175924,-1.6882017517583199,4.037533733710362,-1.8329481716655582,3.946884580793651,-1.802404866962125,4.258451902671712,-1.884526023542453,3.8765214266426433,-1.7962668835630078,4.085538557246371,-1.7283051657571358,4.1647015812175585,-1.7794968341476305,3.8538353013700144,-1.8281910578501375,-3.775593113256385,-1.7743728092236102,-3.7067474339322692,-1.8026797719594299,3.5278563815100443,-1.789770392584419,3.736345681290319,-1.7718832884826194,3.7869501597405697,-1.722817246043013,3.9143605373594963,-1.693975737914942,3.7928280131308325,-1.8512004370154824,3.797666918428731,-1.7692915003669856,3.7015474182766077,-1.7797496075211954,3.7328794544335504,-1.8390293514956668,4.043291255519731,-1.8019669054370933,3.886545659385603,-1.7542555378499927,3.734581828522848,-1.7284395955609875,3.754793363282122,-1.8263817404915945,-4.014247615291489,-0.8240344755338648,4.171716018449461,-1.5236208048895576,3.023425042463995,-3.4881314919937307
200^60000^sgd-8,5.926493155284103,-2.4202872407608496,-5.933785049675272,-1.571708948569397,-5.674711831166586,-1.0008935179500054,-5.7639974395213445,-1.8637669991394268,5.821414137216975,-2.2569579645279463,5.6544680319653375,-2.1847304636578095,5.692722750528884,-2.2722124440902522,6.050299113546966,-2.3963895792303758,6.078653712453683,-2.3292719860692888,5.90180503582448,-2.3086502932812225,5.714605913560749,-2.35944586629861,5.843571034586797,-2.27852011199238,5.943127945612874,-2.293545933923503,-5.784352607755444,-2.1392744276585054,-5.91726502626933,-2.192702376214264,5.964607237478867,-2.2520485134386603,5.8207700901556345,-2.1260821837057144,5.798757273980274,-2.142463682192785,5.573005002685909,-2.16240985123086,5.598688770145208,-2.202769282363719,5.538579136907888,-2.394776687174491,5.816805990244347,-2.485804619283922,5.729157925771539,-2.408152762211032,5.6850055791657725,-2.3719819671057945,5.908776242351078,-2.315235077123821,5.870264918927868,-2.16096710086986,5.948984897002112,-2.168875897370212,-6.000751587826749,-0.670179120710963,6.000657445555945,-1.634346637629977,7.143589506881777,3.0893459065579933
200^60000^sgd-9,2.9317114111130484,-2.1649479364033644,-2.8748996141573984,-1.5680665462870462,-2.863725039768395,-0.7472722360632935,-2.8652036901400635,-1.566210377846716,3.2155265365617463,-1.9611897781056429,3.042044167582873,-2.0356801492841052,2.8578904160220464,-2.057734031905428,2.710947305235796,-2.019314231106671,2.567576487169517,-2.1084658999796115,2.6129025110569555,-2.190239647350969,2.766980486035078,-2.15113935677843,2.6282033826707383,-1.9911561820266919,2.788858447255732,-1.9744366105587987,-2.717327563672728,-1.796662764367789,-3.0385400353854006,-1.9569747263205717,3.085668178209082,-2.0196519324041313,3.0267750233129864,-1.910108305306654,3.1634381840488577,-1.9880782888313968,3.0439396419200944,-1.9804692013995677,3.06155737086463,-1.85992952327114,3.160252528398646,-1.8755927630023526,3.1940044926293747,-1.9071109421795462,2.889659894790322,-1.9461909542693963,2.788917227208738,-2.082915868095052,2.9434817312212442,-2.1727710043929567,3.0047197408316366,-1.9769670053916084,2.5634530964412963,-1.5784273053370301,-2.7310806159083905,-0.4575152165237439,3.138116999706295,-1.6726715872477582,4.234772314602447,3.1381862925693285
